director_name,movies,revenues,costs,gross_profit,return,count
Patrick Tatopoulos,[https://en.wikipedia.org/wiki/Underworld:_Rise_of_the_Lycans],91400000,35000000,10700000,0.305714286,1
Paul W. S. Anderson,"[https://en.wikipedia.org/wiki/Resident_Evil:_Afterlife, https://en.wikipedia.org/wiki/The_Three_Musketeers_(2011_film), https://en.wikipedia.org/wiki/Resident_Evil:_Retribution, https://en.wikipedia.org/wiki/Resident_Evil:_Afterlife]",972800000,260000000,226400000,0.870769231,4
R. J. Cutler,[https://en.wikipedia.org/wiki/If_I_Stay_(film)],78900000,11000000,28450000,2.586363636,1
Joel Zwick,[https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding],368700000,5000000,179350000,35.87,1
"Eric DarnellConrad Vernon[1]Tom McGrath[2]",[https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted],746900000,145000000,228450000,1.575517241,1
NimrÃ_d Antal,"[https://en.wikipedia.org/wiki/Predators_(film), https://en.wikipedia.org/wiki/Metallica_Through_the_Never]",135172967,72000000,-4413516.5,-0.06129884,2
Harold Cronk,"[https://en.wikipedia.org/wiki/God%27s_Not_Dead_(film), https://en.wikipedia.org/wiki/God%27s_Not_Dead_2, https://en.wikipedia.org/wiki/God%27s_Not_Dead_(film)]",148700000,9000000,65350000,7.261111111,3
Lee Daniels,"[https://en.wikipedia.org/wiki/The_Paperboy_(2012_film), https://en.wikipedia.org/wiki/The_Butler]",179024372,42500000,47012186,1.106169082,2
Shane Salerno,[https://en.wikipedia.org/wiki/Salinger_(film)],0,0,0,,1
Jake Kasdan,"[https://en.wikipedia.org/wiki/Bad_Teacher, https://en.wikipedia.org/wiki/Sex_Tape_(film)]",342300000,60000000,111150000,1.8525,2
Chris Weitz,"[https://en.wikipedia.org/wiki/New_Moon_(2009_film), https://en.wikipedia.org/wiki/A_Better_Life]",711459252,60000000,295729626,4.9288271,2
Marc Abraham,[https://en.wikipedia.org/wiki/I_Saw_the_Light_(film)],1800000,13000000,-12100000,-0.930769231,1
Rupert Wyatt,"[https://en.wikipedia.org/wiki/Rise_of_the_Planet_of_the_Apes, https://en.wikipedia.org/wiki/Rise_of_the_Planet_of_the_Apes]",962000000,186000000,295000000,1.586021505,2
Jip6 Man6 Saam1,[https://en.wikipedia.org/wiki/Ip_Man_3],0,0,0,,1
Sanaa Hamri,[https://en.wikipedia.org/wiki/Just_Wright],21570263,12000000,-1214868.5,-0.101239042,1
Rich Moore,[https://en.wikipedia.org/wiki/Wreck-It_Ralph],471200000,165000000,70600000,0.427878788,1
Guy Ritchie,"[https://en.wikipedia.org/wiki/Sherlock_Holmes:_A_Game_of_Shadows, https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film)]",1069400000,215000000,319700000,1.486976744,2
Peter Webber,[https://en.wikipedia.org/wiki/Emperor_(film)],0,0,0,,1
Marcus Dunstan,[https://en.wikipedia.org/wiki/The_Collection_(film)],8900000,10000000,-5550000,-0.555,1
Josh Boone,[https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars_(film)],307200000,12000000,141600000,11.8,1
Lasse HallstrÃ¶m,"[https://en.wikipedia.org/wiki/Dear_John_(2010_film), https://en.wikipedia.org/wiki/Hachiko:_A_Dog%27s_Story, https://en.wikipedia.org/wiki/Safe_Haven_(film), https://en.wikipedia.org/wiki/The_Hundred-Foot_Journey_(film)]",348094140,91000000,83047070,0.912605165,4
Gina Prince-Bythewood,[https://en.wikipedia.org/wiki/Beyond_the_Lights],14600000,7000000,300000,0.042857143,1
Robert Lorenz,[https://en.wikipedia.org/wiki/Trouble_with_the_Curve],49000000,60000000,-35500000,-0.591666667,1
Ben Affleck,"[https://en.wikipedia.org/wiki/The_Town_(2010_film), https://en.wikipedia.org/wiki/Argo_(2012_film)]",386300000,81500000,111650000,1.36993865,2
Arie Posin,[https://en.wikipedia.org/wiki/The_Face_of_Love_(film)],1500147,4000000,-3249926.5,-0.812481625,1
Ryan Gosling,[https://en.wikipedia.org/wiki/Lost_River_(film)],0,0,0,,1
Vincenzo Natali,[https://en.wikipedia.org/wiki/Splice_(film)],26900000,30000000,-16550000,-0.551666667,1
Christian Ditter,"[https://en.wikipedia.org/wiki/Love,_Rosie_(film), https://en.wikipedia.org/wiki/How_to_Be_Single]",112300000,38000000,18150000,0.477631579,2
George Gallo,[https://en.wikipedia.org/wiki/Middle_Men_(film)],754301,20000000,-19622849.5,-0.981142475,1
Denis Villeneuve,[https://en.wikipedia.org/wiki/Prisoners_(2013_film)],122100000,46000000,15050000,0.327173913,1
Steve Race,[https://en.wikipedia.org/wiki/I%27m_in_Love_with_a_Church_Girl],0,0,0,,1
Roger Kumble,[https://en.wikipedia.org/wiki/Furry_Vengeance],36236710,35000000,-16881645,-0.482332714,1
"Shari Springer BermanRobert Pulcini","[https://en.wikipedia.org/wiki/The_Extra_Man_(film), https://en.wikipedia.org/wiki/Girl_Most_Likely]",457867,7000000,-6771066.5,-0.967295214,2
Dan Bradley,[https://en.wikipedia.org/wiki/Red_Dawn_(2012_film)],48100000,65000000,-40950000,-0.63,1
Miguel Arteta,"[https://en.wikipedia.org/wiki/Youth_in_Revolt_(film), https://en.wikipedia.org/wiki/Cedar_Rapids_(film), https://en.wikipedia.org/wiki/Alexander_and_the_Terrible,_Horrible,_No_Good,_Very_Bad_Day_(film)]",121051093,46000000,14525546.5,0.31577275,3
Andrew Fleming,[https://en.wikipedia.org/wiki/Barefoot_(film)],0,0,0,,1
Dustin Lance Black,"[https://en.wikipedia.org/wiki/Virginia_(2010_film), https://en.wikipedia.org/wiki/Virginia_(2010_film)]",0,0,0,,2
"Don HallChris Williams",[https://en.wikipedia.org/wiki/Big_Hero_6_(film)],657800000,165000000,163900000,0.993333333,1
William Friedkin,[https://en.wikipedia.org/wiki/Killer_Joe_(film)],3700000,10000000,-8150000,-0.815,1
Alister Grierson,[https://en.wikipedia.org/wiki/Sanctum_(film)],108600000,30000000,24300000,0.81,1
Rupert Goold,[https://en.wikipedia.org/wiki/True_Story_(film)],0,0,0,,1
Errol Morris,[https://en.wikipedia.org/wiki/The_Unknown_Known],0,0,0,,1
Brad Anderson,[https://en.wikipedia.org/wiki/The_Call_(2013_film)],68600000,13000000,21300000,1.638461538,1
George Clooney,"[https://en.wikipedia.org/wiki/The_Ides_of_March_(film), https://en.wikipedia.org/wiki/The_Monuments_Men]",231000000,82500000,33000000,0.4,2
Jason Zada,[https://en.wikipedia.org/wiki/The_Forest_(2016_film)],37600000,10000000,8800000,0.88,1
Gavin Hood,"[https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine, https://en.wikipedia.org/wiki/Ender%27s_Game_(film)]",498600000,260000000,-10700000,-0.041153846,2
Christopher Cain,[https://en.wikipedia.org/wiki/The_Next_Karate_Kid],15800000,12000000,-4100000,-0.341666667,1
Brian Helgeland,[https://en.wikipedia.org/wiki/42_(film)],97500000,40000000,8750000,0.21875,1
Rob Minkoff,[https://en.wikipedia.org/wiki/Mr._Peabody_%26_Sherman],275700000,145000000,-7150000,-0.049310345,1
"Garin HovannisianAlec Mouhibian",[https://en.wikipedia.org/wiki/1915_(film)],0,0,0,,1
Christopher McQuarrie,[https://en.wikipedia.org/wiki/Jack_Reacher_(film)],218300000,60000000,49150000,0.819166667,1
Hannah Fidell,[https://en.wikipedia.org/wiki/A_Teacher],0,0,0,,1
Craig Gillespie,"[https://en.wikipedia.org/wiki/Fright_Night_(2011_film), https://en.wikipedia.org/wiki/Fright_Night_(2011_film), https://en.wikipedia.org/wiki/Million_Dollar_Arm, https://en.wikipedia.org/wiki/The_Finest_Hours_(2016_film)]",172300000,165000000,-78850000,-0.477878788,4
Klay Hall[1],"[https://en.wikipedia.org/wiki/Planes_(film), https://en.wikipedia.org/wiki/Planes_(film)]",478600000,100000000,139300000,1.393,2
Dennis Cooper,[https://en.wikipedia.org/wiki/The_Heart_Specialist],0,0,0,,1
"Jonathan DaytonValerie Faris",[https://en.wikipedia.org/wiki/Ruby_Sparks],0,0,0,,1
David Robert Mitchell,[https://en.wikipedia.org/wiki/It_Follows],20600000,2000000,8300000,4.15,1
Michael Apted,[https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Voyage_of_the_Dawn_Treader],415700000,155000000,52850000,0.340967742,1
James McTeigue,[https://en.wikipedia.org/wiki/The_Raven_(2012_film)],0,0,0,,1
"Dominic SenaBrett Ratner (uncredited reshoots)",[https://en.wikipedia.org/wiki/Season_of_the_Witch_(2011_film)],91600000,40000000,5800000,0.145,1
Ed Gass-Donnelly,[https://en.wikipedia.org/wiki/The_Last_Exorcism_Part_II],15100000,5000000,2550000,0.51,1
Alexander Payne,"[https://en.wikipedia.org/wiki/The_Descendants_(film), https://en.wikipedia.org/wiki/Nebraska_(film)]",204900000,32000000,70450000,2.2015625,2
John Cameron Mitchell,[https://en.wikipedia.org/wiki/Rabbit_Hole_(film)],5143154,3000000,-428423,-0.142807667,1
Ken Scott,[https://en.wikipedia.org/wiki/Unfinished_Business_(2015_film)],14400000,35000000,-27800000,-0.794285714,1
"MÃ¥ns MÃ¥rlindBjÃ¶rn Stein",[https://en.wikipedia.org/wiki/Underworld:_Awakening],160100000,70000000,10050000,0.143571429,1
Seth MacFarlane,"[https://en.wikipedia.org/wiki/Ted_(film), https://en.wikipedia.org/wiki/A_Million_Ways_to_Die_in_the_West, https://en.wikipedia.org/wiki/Ted_2]",853300000,159000000,267650000,1.683333333,3
Spike Jonze,[https://en.wikipedia.org/wiki/Her_(film)],48800000,23000000,1400000,0.060869565,1
"Lana WachowskiTom TykwerLilly Wachowski",[https://en.wikipedia.org/wiki/Cloud_Atlas_(film)],130500000,128500000,-63250000,-0.492217899,1
Luke Greenfield,"[https://en.wikipedia.org/wiki/Something_Borrowed_(film), https://en.wikipedia.org/wiki/Let%27s_Be_Cops]",198300000,52000000,47150000,0.906730769,2
Nicholas Jarecki,[https://en.wikipedia.org/wiki/Arbitrage_(film)],0,0,0,,1
Craig Brewer,[https://en.wikipedia.org/wiki/Footloose_(2011_film)],63500000,24000000,7750000,0.322916667,1
"Jason FriedbergAaron Seltzer","[https://en.wikipedia.org/wiki/Vampires_Suck, https://en.wikipedia.org/wiki/The_Starving_Games]",84300000,24630000,17520000,0.711327649,2
Billy Bob Thornton,[https://en.wikipedia.org/wiki/Jayne_Mansfield%27s_Car],0,0,0,,1
Travis Fine,[https://en.wikipedia.org/wiki/Any_Day_Now_(2012_film)],0,0,0,,1
Gabriela Cowperthwaite,[https://en.wikipedia.org/wiki/Blackfish_(film)],0,0,0,,1
Deon Taylor,[https://en.wikipedia.org/wiki/Meet_the_Blacks],9100000,900000,3650000,4.055555556,1
Harald Zwart,"[https://en.wikipedia.org/wiki/The_Karate_Kid_(2010_film), https://en.wikipedia.org/wiki/The_Mortal_Instruments:_City_of_Bones]",449700000,100000000,124850000,1.2485,2
Steven Spielberg,"[https://en.wikipedia.org/wiki/The_Adventures_of_Tintin:_The_Secret_of_the_Unicorn, https://en.wikipedia.org/wiki/Lincoln_(2012_film), https://en.wikipedia.org/wiki/The_BFG_(2016_film)]",832300000,340000000,76150000,0.223970588,3
Geoffrey S. Fletcher,[https://en.wikipedia.org/wiki/Violet_%26_Daisy],17186,8000000,-7991407,-0.998925875,1
"Sam FellChris Butler",[https://en.wikipedia.org/wiki/ParaNorman],107100000,60000000,-6450000,-0.1075,1
Simon Curtis,[https://en.wikipedia.org/wiki/Woman_in_Gold_(film)],61600000,11000000,19800000,1.8,1
John Carpenter,[https://en.wikipedia.org/wiki/The_Thing_(1982_film)],19600000,15000000,-5200000,-0.346666667,1
Marc Forster,"[https://en.wikipedia.org/wiki/Machine_Gun_Preacher, https://en.wikipedia.org/wiki/World_War_Z_(film)]",543300000,220000000,51650000,0.234772727,2
"Gary TrousdaleKirk Wise",[https://en.wikipedia.org/wiki/Beauty_and_the_Beast_3D],425000000,25000000,187500000,7.5,1
Peter Lepeniotis,[https://en.wikipedia.org/wiki/The_Nut_Job],120900000,42800000,17650000,0.412383178,1
Brad Peyton,"[https://en.wikipedia.org/wiki/Cats_%26_Dogs:_The_Revenge_of_Kitty_Galore, https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island, https://en.wikipedia.org/wiki/San_Andreas_(film)]",921800000,274000000,186900000,0.682116788,3
NicolÃ¡s LÃ_pez,[https://en.wikipedia.org/wiki/Aftershock_(2012_film)],58510,2000000,-1970745,-0.9853725,1
Jon Kasdan,[https://en.wikipedia.org/wiki/The_First_Time_(2012_film)],92654,2000000,-1953673,-0.9768365,1
"Mike McCoyScott Waugh",[https://en.wikipedia.org/wiki/Act_of_Valor],81272766,12000000,28636383,2.38636525,1
Stefan Ruzowitzky,[https://en.wikipedia.org/wiki/Deadfall_(2012_film)],0,0,0,,1
Ami Canaan Mann,[https://en.wikipedia.org/wiki/Texas_Killing_Fields],0,0,0,,1
Aleksander Bach,[https://en.wikipedia.org/wiki/Agent_47_(film)],82300000,35000000,6150000,0.175714286,1
"Ray BengstonGeorge D. Escobar",[https://en.wikipedia.org/wiki/Alone_yet_Not_Alone],887851,7000000,-6556074.5,-0.936582071,1
William Eubank,[https://en.wikipedia.org/wiki/The_Signal_(2014_film)],2420000,4000000,-2790000,-0.6975,1
Nicole Holofcener,"[https://en.wikipedia.org/wiki/Please_Give, https://en.wikipedia.org/wiki/Enough_Said_(film)]",29900000,11000000,3950000,0.359090909,2
J. J. Abrams,"[https://en.wikipedia.org/wiki/Mission:_Impossible_III, https://en.wikipedia.org/wiki/Super_8_(film), https://en.wikipedia.org/wiki/Star_Trek_Into_Darkness, https://en.wikipedia.org/wiki/Star_Trek_(film)]",1511100000,535000000,220550000,0.412242991,4
Jennifer Westfeldt,[https://en.wikipedia.org/wiki/Friends_with_Kids],13000000,10000000,-3500000,-0.35,1
Eric England,[https://en.wikipedia.org/wiki/Contracted_(film)],0,0,0,,1
Dante Ariola,[https://en.wikipedia.org/wiki/Arthur_Newman_(film)],0,0,0,,1
Robert Redford,"[https://en.wikipedia.org/wiki/The_Conspirator, https://en.wikipedia.org/wiki/The_Company_You_Keep_(film)]",35078800,27000000,-9460600,-0.350392593,2
Andrew Adamson,[https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_Prince_Caspian],419700000,225000000,-15150000,-0.067333333,1
Steve Gordon,[https://en.wikipedia.org/wiki/Arthur_(1981_film)],95461682,7000000,40730841,5.818691571,1
"Graham AnnableAnthony Stacchi",[https://en.wikipedia.org/wiki/The_Boxtrolls],109300000,60000000,-5350000,-0.089166667,1
Various directors,"[https://en.wikipedia.org/wiki/The_ABCs_of_Death, https://en.wikipedia.org/wiki/The_ABCs_of_Death]",0,0,0,,2
Todd Strauss-Schulson,[https://en.wikipedia.org/wiki/A_Very_Harold_%26_Kumar_3D_Christmas],35400000,19000000,-1300000,-0.068421053,1
"Leslie Small[1]Tim Story",[https://en.wikipedia.org/wiki/Kevin_Hart:_What_Now%3F],23600000,9900000,1900000,0.191919192,1
Darren Doane,[https://en.wikipedia.org/wiki/Saving_Christmas],2800000,500000,900000,1.8,1
Todd Graff,[https://en.wikipedia.org/wiki/Joyful_Noise_(film)],31158113,25000000,-9420943.5,-0.37683774,1
Allen Hughes,[https://en.wikipedia.org/wiki/Broken_City_(film)],34500000,35000000,-17750000,-0.507142857,1
Lev L. Spiro,[https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_3:_Viva_la_Fiesta!],0,0,0,,1
John Moore,[https://en.wikipedia.org/wiki/A_Good_Day_to_Die_Hard],304700000,92000000,60350000,0.655978261,1
Andy Tennant,[https://en.wikipedia.org/wiki/The_Bounty_Hunter_(2010_film)],136300000,40000000,28150000,0.70375,1
Malcolm D. Lee,"[https://en.wikipedia.org/wiki/The_Best_Man_Holiday, https://en.wikipedia.org/wiki/The_Best_Man_(1999_film), https://en.wikipedia.org/wiki/Scary_Movie_5, https://en.wikipedia.org/wiki/Barbershop:_The_Next_Cut]",239598975,66000000,53799487.5,0.81514375,4
Tom McGrath,[https://en.wikipedia.org/wiki/Megamind],321800000,130000000,30900000,0.237692308,1
Taylor Hackford,"[https://en.wikipedia.org/wiki/Love_Ranch, https://en.wikipedia.org/wiki/Parker_(2013_film)]",48637885,60000000,-35681057.5,-0.594684292,2
James L. Brooks,[https://en.wikipedia.org/wiki/How_Do_You_Know_(film)],48700000,120000000,-95650000,-0.797083333,1
Jonathan Jakubowicz,[https://en.wikipedia.org/wiki/Hands_of_Stone],5000000,20000000,-17500000,-0.875,1
Etan Cohen,[https://en.wikipedia.org/wiki/Get_Hard],111800000,40000000,15900000,0.3975,1
Christopher Nolan,"[https://en.wikipedia.org/wiki/Inception, https://en.wikipedia.org/wiki/The_Dark_Knight_Rises, https://en.wikipedia.org/wiki/The_Dark_Knight_(film), https://en.wikipedia.org/wiki/Interstellar_(film)]",3590500000,740000000,1055250000,1.426013514,4
"Andrew ErwinJon Erwin",[https://en.wikipedia.org/wiki/Moms%27_Night_Out],10500000,5000000,250000,0.05,1
Ole Bornedal,[https://en.wikipedia.org/wiki/The_Possession_(2012_film)],78500000,14000000,25250000,1.803571429,1
Dennis Dugan,"[https://en.wikipedia.org/wiki/Grown_Ups_(2010_film), https://en.wikipedia.org/wiki/Jack_and_Jill_(2011_film), https://en.wikipedia.org/wiki/Just_Go_with_It, https://en.wikipedia.org/wiki/Grown_Ups_2, https://en.wikipedia.org/wiki/Grown_Ups_(film)]",1154500000,399000000,178250000,0.446741855,5
"Phil LordChristopher Miller","[https://en.wikipedia.org/wiki/21_Jump_Street_(film), https://en.wikipedia.org/wiki/22_Jump_Street, https://en.wikipedia.org/wiki/21_Jump_Street_(film)]",734300000,194500000,172650000,0.887660668,3
John Curran,[https://en.wikipedia.org/wiki/Stone_(2010_film)],9479718,22000000,-17260141,-0.784551864,1
Sean Anders,"[https://en.wikipedia.org/wiki/That%27s_My_Boy_(2012_film), https://en.wikipedia.org/wiki/Horrible_Bosses_2, https://en.wikipedia.org/wiki/Daddy%27s_Home_(film)]",405400000,196000000,6700000,0.034183673,3
John Stockwell,"[https://en.wikipedia.org/wiki/Dark_Tide, https://en.wikipedia.org/wiki/In_the_Blood_(2014_film), https://en.wikipedia.org/wiki/Kid_Cannabis]",483553,35000000,-34758223.5,-0.9930921,3
"Jon HurwitzHayden Schlossberg","[https://en.wikipedia.org/wiki/Harold_and_Kumar_Escape_from_Guantanamo_Bay, https://en.wikipedia.org/wiki/American_Reunion]",278500000,62000000,77250000,1.245967742,2
Alex Kendrick,[https://en.wikipedia.org/wiki/Courageous_(film)],34522221,2000000,15261110.5,7.63055525,1
Ben Falcone,"[https://en.wikipedia.org/wiki/Tammy_(film), https://en.wikipedia.org/wiki/The_Boss_(2016_film)]",179100000,49000000,40550000,0.82755102,2
"Neil NightingaleBarry Cook",[https://en.wikipedia.org/wiki/Walking_with_Dinosaurs_(film)],126500000,80000000,-16750000,-0.209375,1
Chris Miller,[https://en.wikipedia.org/wiki/Puss_in_Boots_(2011_film)],555000000,130000000,147500000,1.134615385,1
Dean DeBlois,[https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2],621500000,145000000,165750000,1.143103448,1
Christian E. Christiansen,[https://en.wikipedia.org/wiki/The_Roommate],40492759,16000000,4246379.5,0.265398719,1
Brian Robbins,[https://en.wikipedia.org/wiki/A_Thousand_Words_(film)],22000000,40000000,-29000000,-0.725,1
Rob Cohen,"[https://en.wikipedia.org/wiki/Alex_Cross_(film), https://en.wikipedia.org/wiki/The_Boy_Next_Door_(film)]",96400000,39000000,9200000,0.235897436,2
Erik White,[https://en.wikipedia.org/wiki/Lottery_Ticket_(film)],24700000,17000000,-4650000,-0.273529412,1
Stu Zicherman,[https://en.wikipedia.org/wiki/A.C.O.D.],0,0,0,,1
Eric Heisserer,[https://en.wikipedia.org/wiki/Hours_(2013_film)],783997,4000000,-3608001.5,-0.902000375,1
Brad J. Silverman,[https://en.wikipedia.org/wiki/Grace_Unplugged],2507106,1700000,-446447,-0.262615882,1
Davis Guggenheim,[https://en.wikipedia.org/wiki/Waiting_for_%22Superman%22],0,0,0,,1
Lawrence Kasdan,[https://en.wikipedia.org/wiki/Darling_Companion],793815,12000000,-11603092.5,-0.966924375,1
Kenneth Lonergan,[https://en.wikipedia.org/wiki/Margaret_(2011_film)],623292,14000000,-13688354,-0.977739571,1
Peter Atencio,[https://en.wikipedia.org/wiki/Keanu_(film)],20700000,15000000,-4650000,-0.31,1
Barry W. Blaustein,[https://en.wikipedia.org/wiki/Peep_World],0,0,0,,1
Steve Carr,"[https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop, https://en.wikipedia.org/wiki/Middle_School:_The_Worst_Years_of_My_Life_(film)]",206400000,34500000,68700000,1.991304348,2
Scott Stewart,"[https://en.wikipedia.org/wiki/Legion_(2010_film), https://en.wikipedia.org/wiki/Priest_(2011_film), https://en.wikipedia.org/wiki/Dark_Skies_(film)]",172609131,89500000,-3195434.5,-0.035703179,3
Kevin Greutert,"[https://en.wikipedia.org/wiki/Saw_VII, https://en.wikipedia.org/wiki/Saw_VI, https://en.wikipedia.org/wiki/Jessabelle]",204300000,28000000,74150000,2.648214286,3
Scott Coffey,[https://en.wikipedia.org/wiki/Adult_World],0,0,0,,1
Roger Michell,[https://en.wikipedia.org/wiki/Morning_Glory_(2010_film)],60000000,40000000,-10000000,-0.25,1
Lee Hirsch,[https://en.wikipedia.org/wiki/Bully_(2011_film)],3600000,1100000,700000,0.636363636,1
Jeremy Garelick,[https://en.wikipedia.org/wiki/The_Wedding_Ringer],79800000,23000000,16900000,0.734782609,1
Angelina Jolie,[https://en.wikipedia.org/wiki/Unbroken_(film)],163400000,65000000,16700000,0.256923077,1
Miranda July,[https://en.wikipedia.org/wiki/The_Future_(film)],887172,1000000,-556414,-0.556414,1
Tim Allen,[https://en.wikipedia.org/wiki/Crazy_on_the_Outside],0,0,0,,1
Steven Brill,[https://en.wikipedia.org/wiki/Walk_of_Shame_(film)],7900000,15000000,-11050000,-0.736666667,1
Matthijs van Heijningen Jr.,[https://en.wikipedia.org/wiki/The_Thing_(2011_film)],27400000,38000000,-24300000,-0.639473684,1
Rob Meltzer,[https://en.wikipedia.org/wiki/Welcome_to_the_Jungle_(2013_film)],87397,3500000,-3456301.5,-0.987514714,1
Alex Gibney,"[https://en.wikipedia.org/wiki/Casino_Jack_and_the_United_States_of_Money, https://en.wikipedia.org/wiki/Client_9:_The_Rise_and_Fall_of_Eliot_Spitzer, https://en.wikipedia.org/wiki/We_Steal_Secrets:_The_Story_of_WikiLeaks]",0,0,0,,3
Joe Nussbaum,[https://en.wikipedia.org/wiki/Prom_(film)],10100000,8000000,-2950000,-0.36875,1
Todd Robinson,[https://en.wikipedia.org/wiki/Phantom_(2013_film)],0,0,0,,1
Ross Katz,"[https://en.wikipedia.org/wiki/Adult_Beginners, https://en.wikipedia.org/wiki/The_Choice_(2016_film)]",23420878,10000000,1710439,0.1710439,2
Andrew Jarecki,[https://en.wikipedia.org/wiki/All_Good_Things_(film)],644535,20000000,-19677732.5,-0.983886625,1
James Wan,"[https://en.wikipedia.org/wiki/Insidious_(film), https://en.wikipedia.org/wiki/The_Conjuring, https://en.wikipedia.org/wiki/Insidious:_Chapter_2, https://en.wikipedia.org/wiki/Insidious_(2011_film), https://en.wikipedia.org/wiki/The_Conjuring, https://en.wikipedia.org/wiki/Furious_7, https://en.wikipedia.org/wiki/The_Conjuring_2, https://en.wikipedia.org/wiki/The_Conjuring]",3146200000,284000000,1289100000,4.539084507,8
Jason Winer,[https://en.wikipedia.org/wiki/Arthur_(2011_film)],45735397,40000000,-17132301.5,-0.428307538,1
Jay Oliva,"[https://en.wikipedia.org/wiki/Batman:_The_Dark_Knight_Returns_(film), https://en.wikipedia.org/wiki/Justice_League:_The_Flashpoint_Paradox]",0,0,0,,2
Sam Taylor-Johnson,"[https://en.wikipedia.org/wiki/Fifty_Shades_of_Grey_(film), https://en.wikipedia.org/wiki/Fifty_Shades_of_Grey_(film)]",1142000000,80000000,491000000,6.1375,2
Lucy Walker[1][2],[https://en.wikipedia.org/wiki/Countdown_to_Zero],0,0,0,,1
Cedric Nicolas-Troyan,[https://en.wikipedia.org/wiki/The_Huntsman:_Winter%27s_War],165000000,115000000,-32500000,-0.282608696,1
Boaz Yakin,"[https://en.wikipedia.org/wiki/Safe_(2012_film), https://en.wikipedia.org/wiki/Max_(2015_film)]",84346186,50000000,-7826907,-0.15653814,2
Carlos Saldanha,"[https://en.wikipedia.org/wiki/Rio_(2011_film), https://en.wikipedia.org/wiki/Rio_2, https://en.wikipedia.org/wiki/Rio_(2011_film)]",1469300000,283000000,451650000,1.595936396,3
Gary Ross,"[https://en.wikipedia.org/wiki/The_Hunger_Games_(film), https://en.wikipedia.org/wiki/The_Hunger_Games_(film), https://en.wikipedia.org/wiki/Free_State_of_Jones_(film)]",1473800000,206000000,530900000,2.577184466,3
"David PosamentierGeoff Moore",[https://en.wikipedia.org/wiki/Better_Living_Through_Chemistry_(film)],0,0,0,,1
Jason Reitman,"[https://en.wikipedia.org/wiki/Young_Adult_(film), https://en.wikipedia.org/wiki/Labor_Day_(film)]",42925812,30000000,-8537094,-0.2845698,2
Edward Zwick,"[https://en.wikipedia.org/wiki/Love_%26_Other_Drugs, https://en.wikipedia.org/wiki/About_Last_Night_(1986_film), https://en.wikipedia.org/wiki/Jack_Reacher:_Never_Go_Back]",264300000,90000000,42150000,0.468333333,3
David Bowers,"[https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(film), https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film), https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(film), https://en.wikipedia.org/wiki/Jakob_Davies]",294300000,85000000,62150000,0.731176471,4
Jon Cassar,[https://en.wikipedia.org/wiki/When_the_Bough_Breaks_(2016_film)],30700000,10000000,5350000,0.535,1
George Hickenlooper,[https://en.wikipedia.org/wiki/Casino_Jack],1100000,12500000,-11950000,-0.956,1
Zach Braff,[https://en.wikipedia.org/wiki/Wish_I_Was_Here],5500000,6000000,-3250000,-0.541666667,1
Len Wiseman,"[https://en.wikipedia.org/wiki/Total_Recall_(2012_film), https://en.wikipedia.org/wiki/Live_Free_or_Die_Hard]",582000000,235000000,56000000,0.238297872,2
George Tillman Jr.,[https://en.wikipedia.org/wiki/Faster_(2010_film)],35600000,24000000,-6200000,-0.258333333,1
Alex Zamm,[https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_2],0,0,0,,1
Gavin Wiesen,[https://en.wikipedia.org/wiki/The_Art_of_Getting_By],2000000,4000000,-3000000,-0.75,1
Jason Momoa,[https://en.wikipedia.org/wiki/Road_to_Paloma],937000,600000,-131500,-0.219166667,1
Jaylen,[https://en.wikipedia.org/wiki/The_Lost_Medallion:_The_Adventures_of_Billy_Stone],705854,2500000,-2147073,-0.8588292,1
Emilio Estevez,[https://en.wikipedia.org/wiki/The_Way_(film)],0,0,0,,1
Alfonso Gomez-Rejon,[https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film)],9100000,8000000,-3450000,-0.43125,1
"Jarrad PaulAndrew Mogel",[https://en.wikipedia.org/wiki/The_D_Train],771317,3000000,-2614341.5,-0.871447167,1
Pierre Morel,"[https://en.wikipedia.org/wiki/From_Paris_with_Love_(film), https://en.wikipedia.org/wiki/Taken_(film), https://en.wikipedia.org/wiki/District_13, https://en.wikipedia.org/wiki/The_Gunman_(film)]",303826594,114000000,37913297,0.332572781,4
Wes Anderson,[https://en.wikipedia.org/wiki/Moonrise_Kingdom],68300000,16000000,18150000,1.134375,1
